height,name,truncated,xmin,ymin,xmax,ymax,image,width
480,Sloper,0,781,427,830,455,0040,854
480,Sloper,1,692,457,726,480,0040,854
480,Crimps,0,824,217,845,232,0040,854
480,Crimps,0,544,174,586,219,0040,854
854,Jugs,0,217,51,286,107,0041,480
854,Jugs,0,158,145,209,187,0041,480
854,Jugs,0,118,314,162,348,0041,480
854,Sloper,0,391,332,479,425,0041,480
854,Jugs,0,119,112,149,139,0041,480
854,Jugs,0,67,233,92,261,0041,480
854,Jugs,0,91,263,115,290,0041,480
854,Pinches,0,8,429,113,468,0041,480
854,Jugs,0,105,400,127,418,0041,480
854,Sloper,0,148,476,199,521,0041,480
854,Sloper,0,442,453,479,500,0041,480
854,Crimps,0,153,227,216,281,0041,480
854,Jugs,0,94,430,120,453,0041,480
854,Jugs,0,15,371,39,394,0041,480
854,Jugs,0,15,355,39,378,0041,480
854,Sloper,0,273,454,300,489,0041,480
854,Crimps,0,306,465,336,493,0041,480
854,Sloper,0,334,525,397,561,0041,480
854,Crimps,0,326,580,349,598,0041,480
854,Jugs,0,127,482,151,507,0041,480
854,Pockets,0,225,510,255,543,0041,480
480,Sloper,0,130,49,154,82,0042,640
480,Pinches,0,67,51,84,73,0042,640
480,Jugs,0,61,23,75,34,0042,640
480,Jugs,0,55,14,69,23,0042,640
480,Jugs,0,50,3,62,12,0042,640
480,Volumes,0,83,92,148,148,0042,640
480,Jugs,0,106,105,126,124,0042,640
480,Jugs,0,97,17,118,35,0042,640
480,Sloper,0,69,130,87,159,0042,640
480,Volumes,0,37,67,63,87,0042,640
480,Volumes,1,7,1,35,24,0042,640
480,Volumes,1,1,12,21,33,0042,640
480,Sloper,1,395,1,439,30,0042,640
480,Pinches,1,303,1,324,18,0042,640
480,Pinches,1,322,1,341,16,0042,640
480,Pinches,1,449,1,485,40,0042,640
480,Sloper,0,349,61,373,82,0042,640
480,Pinches,0,383,67,407,98,0042,640
480,Pinches,0,354,115,382,132,0042,640
480,Sloper,0,415,61,440,76,0042,640
480,Sloper,0,397,58,414,73,0042,640
480,Crimps,0,427,78,457,94,0042,640
480,Crimps,0,399,115,417,133,0042,640
480,Crimps,0,416,115,428,133,0042,640
480,Sloper,0,343,165,357,189,0042,640
480,Volumes,0,280,183,296,201,0042,640
480,Sloper,0,350,19,369,41,0042,640
480,Sloper,0,316,43,336,61,0042,640
480,Sloper,0,279,139,307,169,0042,640
480,Jugs,0,174,33,190,48,0042,640
480,Pinches,0,215,75,229,87,0042,640
480,Crimps,0,186,156,202,166,0042,640
480,Volumes,0,207,168,257,240,0042,640
480,Jugs,0,206,47,222,59,0042,640
480,Crimps,0,204,121,219,133,0042,640
480,Jugs,0,195,177,205,189,0042,640
480,Jugs,0,12,69,26,79,0042,640
480,Jugs,0,34,91,46,103,0042,640
480,Jugs,0,59,95,71,108,0042,640
480,Sloper,0,473,167,515,211,0043,854
480,Sloper,0,368,273,417,315,0043,854
480,Jugs,0,190,332,228,374,0043,854
480,Jugs,0,184,294,212,316,0043,854
480,Jugs,0,180,264,215,291,0043,854
480,Jugs,0,177,238,207,263,0043,854
480,Jugs,0,197,200,235,236,0043,854
480,Jugs,0,261,163,298,195,0043,854
480,Jugs,0,282,128,302,145,0043,854
480,Jugs,0,277,99,301,120,0043,854
480,Jugs,0,279,73,299,93,0043,854
480,Jugs,0,225,28,259,62,0043,854
480,Jugs,0,210,355,262,381,0043,854
480,Jugs,0,152,417,179,438,0043,854
480,Jugs,0,182,430,211,454,0043,854
480,Crimps,0,277,221,297,241,0043,854
480,Sloper,0,394,15,443,67,0043,854
480,Jugs,0,481,89,499,112,0043,854
480,Sloper,0,624,84,658,111,0043,854
480,Jugs,0,716,97,733,115,0043,854
480,Sloper,0,736,106,792,152,0043,854
480,Sloper,0,800,162,820,187,0043,854
480,Pockets,0,778,220,800,239,0043,854
480,Sloper,0,679,176,706,196,0043,854
480,Jugs,0,684,119,713,140,0043,854
480,Jugs,0,725,193,753,214,0043,854
480,Pockets,0,810,436,847,475,0043,854
480,Pockets,0,790,460,812,479,0043,854
480,Crimps,0,570,381,606,402,0043,854
480,Crimps,0,562,346,583,364,0043,854
480,Crimps,0,566,274,579,302,0043,854
480,Crimps,0,548,256,565,281,0043,854
480,Crimps,0,556,172,576,199,0043,854
480,Crimps,0,532,94,581,140,0043,854
480,Crimps,0,480,301,517,343,0043,854
480,Crimps,0,275,439,289,460,0043,854
480,Pinches,0,24,238,108,351,0043,854
480,Pinches,0,81,32,178,182,0043,854
480,Crimps,0,140,356,174,388,0043,854
480,Sloper,0,626,443,660,477,0043,854
480,Crimps,0,620,336,641,358,0043,854
480,Jugs,0,518,406,575,457,0043,854
480,Crimps,0,549,435,584,473,0043,854
480,Crimps,0,652,408,669,425,0043,854
480,Crimps,0,708,321,725,336,0043,854
480,Sloper,0,71,352,173,459,0044,854
480,Sloper,0,36,85,138,190,0044,854
480,Sloper,0,760,81,841,123,0044,854
480,Sloper,0,499,38,571,84,0044,854
480,Jugs,0,590,176,617,191,0044,854
480,Jugs,0,698,189,720,210,0044,854
480,Sloper,0,430,58,462,89,0044,854
480,Sloper,0,255,85,290,120,0044,854
480,Sloper,0,216,315,258,360,0044,854
480,Sloper,0,170,200,233,255,0044,854
480,Sloper,0,225,205,246,225,0044,854
480,Sloper,0,252,188,270,208,0044,854
480,Sloper,0,270,175,293,193,0044,854
480,Sloper,0,191,256,218,281,0044,854
480,Crimps,0,479,160,501,175,0044,854
480,Crimps,0,534,194,553,217,0044,854
480,Crimps,0,8,220,59,265,0044,854
480,Crimps,0,18,289,56,334,0044,854
480,Pinches,0,18,333,52,358,0044,854
480,Crimps,0,195,405,208,416,0044,854
480,Crimps,0,165,438,178,450,0044,854
480,Crimps,0,181,421,195,436,0044,854
480,Jugs,0,449,294,462,315,0044,854
480,Jugs,0,516,243,539,263,0044,854
480,Sloper,1,118,1,225,50,0044,854
480,Sloper,0,548,27,609,85,0045,854
480,Sloper,0,485,10,553,58,0045,854
480,Sloper,0,518,43,548,73,0045,854
480,Sloper,0,499,80,529,110,0045,854
480,Sloper,0,362,16,443,65,0045,854
480,Sloper,0,300,59,413,110,0045,854
480,Jugs,0,417,72,440,90,0045,854
480,Jugs,0,416,88,454,110,0045,854
480,Pinches,0,481,190,510,214,0045,854
480,Sloper,0,504,127,547,195,0045,854
480,Jugs,0,51,53,84,90,0045,854
480,Jugs,0,92,80,132,109,0045,854
480,Sloper,0,153,4,196,49,0045,854
480,Pinches,0,561,103,577,128,0045,854
480,Sloper,0,461,331,519,367,0045,854
480,Sloper,0,517,336,551,372,0045,854
480,Crimps,0,579,221,595,238,0045,854
480,Pinches,0,571,171,588,192,0045,854
480,Jugs,0,759,7,800,29,0045,854
480,Volumes,0,732,56,836,140,0045,854
480,Sloper,0,458,206,505,245,0045,854
480,Jugs,0,256,119,274,142,0045,854
480,Jugs,0,204,223,226,235,0045,854
480,Sloper,0,236,223,258,242,0045,854
480,Crimps,0,241,309,260,321,0045,854
480,Jugs,0,210,271,230,285,0045,854
480,Crimps,0,165,225,182,235,0045,854
480,Crimps,0,111,133,133,151,0045,854
480,Sloper,0,145,197,158,206,0045,854
480,Jugs,0,336,278,350,292,0045,854
480,Pinches,0,248,264,292,292,0045,854
480,Jugs,0,647,190,664,209,0045,854
480,Volumes,0,539,249,641,382,0045,854
480,Jugs,0,272,118,294,150,0045,854
480,Crimps,0,272,161,292,173,0045,854
480,Jugs,0,649,68,677,88,0045,854
480,Jugs,0,707,57,729,70,0045,854
480,Pinches,0,701,79,733,100,0045,854
480,Volumes,0,609,241,723,361,0045,854
480,Sloper,0,551,124,637,196,0046,854
480,Sloper,0,475,39,563,81,0046,854
480,Sloper,0,252,256,301,331,0046,854
480,Sloper,0,199,237,221,261,0046,854
480,Jugs,0,242,181,275,217,0046,854
480,Jugs,0,144,163,180,184,0046,854
480,Jugs,0,75,105,114,127,0046,854
480,Volumes,0,182,110,273,163,0046,854
480,Sloper,0,268,118,306,147,0046,854
480,Jugs,0,644,309,675,337,0046,854
480,Jugs,0,769,291,801,325,0046,854
480,Jugs,0,775,89,836,142,0046,854
480,Jugs,0,650,4,696,53,0046,854
480,Jugs,0,560,8,606,40,0046,854
480,Jugs,0,302,7,355,31,0046,854
480,Jugs,0,318,36,369,60,0046,854
480,Jugs,0,316,93,348,133,0046,854
480,Sloper,0,556,327,583,345,0046,854
480,Crimps,0,649,352,691,374,0046,854
480,Jugs,0,671,409,696,439,0046,854
480,Sloper,0,343,329,358,352,0046,854
480,Sloper,0,328,204,344,225,0046,854
480,Sloper,0,389,391,402,406,0046,854
480,Sloper,0,383,406,395,421,0046,854
480,Sloper,0,371,421,388,436,0046,854
480,Crimps,0,542,448,563,470,0046,854
480,Crimps,0,468,425,489,443,0046,854
600,Volumes,1,1,450,132,575,0047,480
600,Sloper,0,258,546,292,575,0047,480
600,Sloper,0,294,423,337,467,0047,480
600,Sloper,0,280,299,313,330,0047,480
600,Volumes,0,240,204,333,272,0047,480
600,Pinches,0,125,251,158,297,0047,480
600,Pinches,0,20,260,58,315,0047,480
600,Sloper,0,340,432,356,493,0047,480
480,Sloper,1,168,1,198,18,0048,480
480,Jugs,0,170,30,195,54,0048,480
480,Sloper,0,261,22,300,53,0048,480
480,Sloper,0,234,108,334,175,0048,480
480,Sloper,0,351,205,375,225,0048,480
480,Sloper,0,391,223,440,280,0048,480
480,Sloper,0,420,290,453,323,0048,480
480,Sloper,0,406,303,436,323,0048,480
480,Sloper,0,303,226,358,255,0048,480
480,Sloper,0,258,199,304,228,0048,480
480,Sloper,0,179,151,223,201,0048,480
480,Sloper,0,88,57,128,114,0048,480
480,Sloper,1,43,1,82,69,0048,480
480,Sloper,0,98,145,128,194,0048,480
480,Sloper,0,75,175,96,224,0048,480
480,Sloper,0,208,235,235,257,0048,480
480,Volumes,0,152,248,190,284,0048,480
480,Volumes,0,285,253,326,280,0048,480
480,Sloper,0,41,340,65,361,0048,480
480,Sloper,0,87,310,126,347,0048,480
480,Sloper,0,289,325,304,344,0048,480
480,Sloper,0,310,369,337,390,0048,480
480,Volumes,0,366,436,409,468,0048,480
480,Volumes,0,337,394,351,412,0048,480
480,Volumes,0,310,389,337,421,0048,480
480,Pinches,0,230,424,248,452,0048,480
480,Pinches,0,276,427,292,445,0048,480
480,Pinches,0,292,405,307,423,0048,480
480,Sloper,0,271,301,295,310,0048,480
480,Sloper,0,361,274,376,292,0048,480
480,Jugs,0,308,280,322,292,0048,480
480,Pinches,0,172,265,194,294,0048,480
480,Sloper,1,1,295,18,321,0048,480
480,Sloper,0,33,290,60,308,0048,480
480,Sloper,1,1,247,19,269,0048,480
480,Sloper,0,113,335,130,353,0048,480
480,Volumes,0,564,346,616,395,0049,854
480,Volumes,0,575,256,623,301,0049,854
480,Volumes,0,437,357,501,414,0049,854
480,Sloper,0,651,420,693,461,0049,854
480,Sloper,0,673,380,713,419,0049,854
480,Sloper,0,711,344,744,377,0049,854
480,Volumes,0,738,301,777,339,0049,854
480,Sloper,0,800,396,834,424,0049,854
480,Sloper,0,511,67,560,101,0049,854
480,Sloper,0,522,232,573,271,0049,854
480,Sloper,0,520,155,560,191,0049,854
480,Jugs,0,628,106,650,124,0049,854
480,Jugs,0,632,163,657,182,0049,854
480,Sloper,0,574,70,604,94,0049,854
480,Sloper,0,715,139,765,184,0049,854
480,Sloper,0,240,421,296,462,0049,854
480,Sloper,0,266,253,314,298,0049,854
480,Pinches,0,331,328,358,360,0049,854
480,Sloper,1,712,1,778,45,0049,854
480,Sloper,0,781,55,816,94,0049,854
480,Crimps,0,473,349,493,367,0049,854
480,Crimps,0,605,254,625,271,0049,854
480,Crimps,0,735,206,749,217,0049,854
480,Crimps,0,648,225,661,237,0049,854
640,Sloper,0,97,249,121,275,0050,480
640,Sloper,0,14,394,47,429,0050,480
640,Sloper,0,130,465,171,510,0050,480
640,Sloper,0,199,392,229,424,0050,480
640,Sloper,0,205,364,232,395,0050,480
640,Sloper,0,289,417,331,447,0050,480
640,Sloper,0,374,461,407,482,0050,480
640,Sloper,0,140,215,166,240,0050,480
640,Sloper,0,133,169,162,197,0050,480
640,Volumes,1,1,374,52,480,0050,480
640,Volumes,0,184,79,237,139,0050,480
640,Jugs,0,246,142,267,168,0050,480
640,Jugs,0,133,135,150,157,0050,480
640,Jugs,0,235,92,253,116,0050,480
640,Jugs,0,263,48,281,67,0050,480
640,Crimps,0,110,335,127,356,0050,480
640,Pinches,0,321,278,348,318,0050,480
640,Pinches,0,352,247,375,272,0050,480
640,Sloper,0,430,303,462,325,0050,480
640,Sloper,0,451,284,479,306,0050,480
640,Jugs,0,420,355,445,377,0050,480
640,Crimps,0,139,293,154,307,0050,480
640,Crimps,0,261,269,279,283,0050,480
640,Crimps,0,348,165,372,179,0050,480
640,Sloper,0,319,17,352,55,0050,480
640,Jugs,0,405,80,430,108,0050,480
640,Crimps,0,370,202,388,222,0050,480
640,Pinches,1,465,231,480,252,0050,480
640,Crimps,0,103,387,114,397,0050,480
640,Jugs,0,286,477,304,494,0050,480
640,Sloper,0,324,453,345,470,0050,480
640,Crimps,0,360,390,379,402,0050,480
640,Crimps,0,339,404,360,420,0050,480
640,Crimps,0,401,357,422,381,0050,480
640,Crimps,0,132,350,156,373,0050,480
640,Crimps,0,160,399,172,413,0050,480
640,Pinches,0,207,298,228,334,0050,480
640,Jugs,0,26,152,44,171,0050,480
640,Crimps,0,79,173,92,188,0050,480
400,Sloper,0,328,56,350,81,0051,400
400,Sloper,0,316,135,353,171,0051,400
400,Sloper,0,331,164,365,202,0051,400
400,Sloper,0,319,206,382,269,0051,400
400,Sloper,0,272,211,311,250,0051,400
400,Sloper,0,268,256,306,298,0051,400
400,Sloper,0,356,358,376,376,0051,400
400,Crimps,0,262,61,282,84,0051,400
400,Crimps,0,260,89,281,110,0051,400
400,Crimps,0,175,35,190,70,0051,400
400,Crimps,0,187,23,204,57,0051,400
400,Jugs,0,234,197,260,224,0051,400
400,Jugs,0,236,247,261,268,0051,400
400,Jugs,0,75,21,89,37,0051,400
400,Volumes,0,129,136,177,164,0051,400
400,Crimps,0,138,141,152,147,0051,400
400,Volumes,0,117,195,164,220,0051,400
400,Crimps,0,123,200,143,212,0051,400
400,Volumes,1,1,169,48,198,0051,400
400,Crimps,0,4,178,19,188,0051,400
400,Crimps,0,23,172,39,180,0051,400
400,Crimps,0,14,185,32,196,0051,400
400,Jugs,1,1,19,13,46,0051,400
400,Crimps,0,31,67,105,136,0051,400
400,Crimps,1,1,213,37,233,0051,400
400,Crimps,0,115,220,126,229,0051,400
400,Crimps,0,18,231,82,300,0051,400
400,Jugs,0,85,303,105,319,0051,400
400,Jugs,0,119,330,138,346,0051,400
400,Crimps,0,147,333,159,346,0051,400
400,Volumes,0,196,252,232,289,0051,400
400,Crimps,0,242,368,254,379,0051,400
400,Sloper,1,1,345,24,372,0051,400
400,Sloper,0,197,310,227,343,0051,400
400,Jugs,0,204,285,221,302,0051,400
400,Sloper,0,231,301,240,312,0051,400
400,Crimps,0,191,346,200,355,0051,400
400,Crimps,0,213,332,229,352,0051,400
400,Volumes,0,167,291,254,384,0051,400
400,Crimps,0,330,36,344,72,0052,400
400,Crimps,0,342,24,359,57,0052,400
400,Jugs,0,237,23,251,39,0052,400
400,Jugs,0,159,21,180,47,0052,400
400,Jugs,0,109,35,140,59,0052,400
400,Crimps,0,78,25,86,34,0052,400
400,Volumes,0,39,21,93,61,0052,400
400,Volumes,0,35,46,85,93,0052,400
400,Sloper,1,1,12,21,51,0052,400
400,Jugs,1,1,56,18,80,0052,400
400,Jugs,0,10,132,40,153,0052,400
400,Jugs,0,102,111,119,128,0052,400
400,Crimps,0,52,161,65,175,0052,400
400,Crimps,0,54,158,63,165,0052,400
400,Crimps,0,68,157,81,167,0052,400
400,Volumes,0,42,146,90,187,0052,400
400,Crimps,0,191,69,257,136,0052,400
400,Crimps,0,285,140,299,146,0052,400
400,Volumes,0,275,135,322,163,0052,400
400,Crimps,0,159,179,175,187,0052,400
400,Crimps,0,176,172,192,180,0052,400
400,Jugs,0,170,184,184,195,0052,400
400,Volumes,0,152,169,200,200,0052,400
400,Jugs,0,267,197,287,210,0052,400
400,Crimps,0,256,218,265,226,0052,400
400,Volumes,0,259,193,304,219,0052,400
400,Sloper,0,370,195,397,221,0052,400
400,Jugs,0,368,243,393,263,0052,400
400,Volumes,0,329,249,364,285,0052,400
400,Crimps,0,360,297,370,308,0052,400
400,Jugs,0,334,282,353,299,0052,400
400,Sloper,0,326,306,358,339,0052,400
400,Sloper,0,369,363,382,373,0052,400
400,Sloper,0,317,341,329,353,0052,400
400,Crimps,0,340,328,359,350,0052,400
400,Crimps,0,295,367,308,375,0052,400
400,Crimps,0,311,365,319,373,0052,400
400,Volumes,0,294,288,380,382,0052,400
400,Sloper,1,314,386,334,400,0052,400
400,Volumes,1,1,208,32,241,0052,400
400,Sloper,0,17,308,37,329,0052,400
400,Sloper,0,104,246,134,275,0052,400
400,Sloper,0,96,281,125,308,0052,400
400,Sloper,0,56,292,86,317,0052,400
400,Crimps,0,27,235,55,259,0052,400
400,Crimps,0,37,250,59,270,0052,400
400,Sloper,0,111,326,159,369,0052,400
400,Crimps,0,78,349,90,366,0052,400
400,Sloper,1,1,369,30,395,0052,400
400,Crimps,0,73,327,84,336,0052,400
400,Crimps,0,59,339,69,348,0052,400
400,Crimps,0,45,351,57,361,0052,400
400,Crimps,0,139,212,186,233,0052,400
400,Crimps,0,165,230,221,298,0052,400
400,Jugs,0,219,299,240,317,0052,400
400,Jugs,0,248,328,269,343,0052,400
400,Jugs,0,278,328,290,343,0052,400
400,Jugs,0,123,28,144,53,0053,400
400,Jugs,0,78,42,106,66,0053,400
400,Jugs,0,200,24,215,40,0053,400
400,Crimps,0,159,71,229,138,0053,400
400,Crimps,0,46,37,53,44,0053,400
400,Volumes,0,14,30,63,71,0053,400
400,Volumes,0,11,57,57,100,0053,400
400,Jugs,0,75,117,90,132,0053,400
400,Jugs,1,1,139,20,158,0053,400
400,Crimps,0,32,160,40,168,0053,400
400,Crimps,0,45,159,56,169,0053,400
400,Crimps,0,31,165,45,179,0053,400
400,Volumes,0,23,151,68,189,0053,400
400,Crimps,0,17,236,40,258,0053,400
400,Crimps,0,25,250,43,266,0053,400
400,Sloper,0,12,303,30,325,0053,400
400,Sloper,1,1,359,29,386,0053,400
400,Crimps,0,40,347,51,355,0053,400
400,Crimps,0,51,336,63,344,0053,400
400,Crimps,0,62,323,73,332,0053,400
400,Crimps,0,69,343,82,361,0053,400
400,Sloper,0,42,288,74,316,0053,400
400,Sloper,0,97,322,144,370,0053,400
400,Sloper,0,80,280,107,306,0053,400
400,Sloper,0,85,246,114,276,0053,400
400,Crimps,0,116,213,161,233,0053,400
400,Crimps,0,132,179,147,189,0053,400
400,Crimps,0,150,175,163,181,0053,400
400,Jugs,0,144,185,155,198,0053,400
400,Volumes,0,126,171,173,200,0053,400
400,Crimps,0,300,30,313,68,0053,400
400,Crimps,0,313,15,330,53,0053,400
400,Crimps,0,258,138,275,149,0053,400
400,Volumes,0,248,133,298,164,0053,400
400,Crimps,0,243,198,261,211,0053,400
400,Crimps,0,234,219,242,229,0053,400
400,Volumes,0,236,194,283,219,0053,400
400,Jugs,0,356,194,384,224,0053,400
400,Crimps,0,143,231,201,297,0053,400
400,Jugs,0,200,302,224,319,0053,400
400,Jugs,0,234,332,254,347,0053,400
400,Jugs,0,263,332,276,348,0053,400
400,Volumes,0,315,253,353,291,0053,400
400,Jugs,0,356,248,384,269,0053,400
400,Jugs,0,323,288,342,306,0053,400
400,Sloper,0,352,302,361,314,0053,400
400,Sloper,0,364,374,377,388,0053,400
400,Sloper,0,316,313,349,347,0053,400
400,Sloper,0,306,348,318,360,0053,400
400,Crimps,0,333,338,351,356,0053,400
400,Crimps,0,303,374,309,380,0053,400
400,Crimps,0,287,375,299,382,0053,400
400,Volumes,0,282,293,374,390,0053,400
400,Sloper,1,388,80,400,105,0053,400
400,Crimps,1,234,1,262,12,0054,400
400,Crimps,0,235,19,263,48,0054,400
400,Jugs,0,219,168,250,204,0054,400
400,Jugs,0,226,234,257,259,0054,400
400,Sloper,0,326,72,387,126,0054,400
400,Sloper,1,355,111,400,168,0054,400
400,Sloper,1,338,175,400,269,0054,400
400,Sloper,0,273,186,326,240,0054,400
400,Sloper,0,273,248,319,307,0054,400
400,Crimps,0,206,253,214,267,0054,400
400,Volumes,0,182,239,222,284,0054,400
400,Jugs,0,195,278,213,298,0054,400
400,Sloper,0,221,299,237,315,0054,400
400,Sloper,0,191,309,220,350,0054,400
400,Crimps,0,208,337,225,363,0054,400
400,Sloper,0,183,347,191,359,0054,400
400,Crimps,0,177,377,186,386,0054,400
400,Volumes,0,163,286,254,395,0054,400
400,Jugs,0,70,380,85,393,0054,400
400,Jugs,0,76,286,99,304,0054,400
400,Jugs,0,111,321,132,338,0054,400
400,Jugs,0,138,326,150,341,0054,400
400,Sloper,0,19,368,42,388,0054,400
400,Sloper,0,13,317,40,345,0054,400
400,Crimps,0,18,210,75,280,0054,400
400,Crimps,1,1,191,31,214,0054,400
400,Crimps,0,92,198,102,209,0054,400
400,Crimps,0,97,176,113,187,0054,400
400,Volumes,0,92,170,138,200,0054,400
400,Volumes,0,96,98,144,136,0054,400
400,Crimps,0,10,152,22,156,0054,400
400,Crimps,0,3,161,14,169,0054,400
400,Volumes,1,1,148,35,173,0054,400
400,Crimps,0,4,42,70,111,0054,400
400,Crimps,1,128,1,147,20,0054,400
400,Crimps,0,293,10,308,33,0055,400
400,Crimps,0,277,13,286,38,0055,400
400,Crimps,0,292,44,332,82,0055,400
400,Sloper,0,214,58,282,196,0055,400
400,Sloper,0,252,166,321,291,0055,400
400,Sloper,0,287,269,312,286,0055,400
400,Sloper,0,311,180,397,261,0055,400
400,Jugs,0,306,276,331,300,0055,400
400,Sloper,0,340,320,364,347,0055,400
400,Pinches,0,304,327,344,359,0055,400
400,Crimps,0,334,351,354,371,0055,400
400,Jugs,1,378,368,400,400,0055,400
400,Sloper,0,275,369,284,384,0055,400
400,Crimps,0,175,341,188,353,0055,400
400,Sloper,0,176,313,245,368,0055,400
400,Sloper,0,197,300,232,332,0055,400
400,Sloper,0,209,290,233,313,0055,400
400,Sloper,1,175,383,197,400,0055,400
400,Sloper,1,204,379,234,400,0055,400
400,Pinches,0,207,254,231,291,0055,400
400,Pinches,0,211,217,233,258,0055,400
400,Jugs,0,215,187,236,211,0055,400
400,Pinches,0,123,163,152,197,0055,400
400,Jugs,0,93,79,123,106,0055,400
400,Jugs,0,99,41,132,71,0055,400
400,Jugs,0,36,238,63,258,0055,400
400,Jugs,0,46,267,70,283,0055,400
400,Jugs,0,64,303,80,315,0055,400
400,Jugs,0,90,349,107,361,0055,400
400,Jugs,0,13,367,34,384,0055,400
400,Jugs,0,135,391,144,399,0055,400
400,Volumes,0,42,139,131,284,0055,400
400,Volumes,0,89,251,188,329,0055,400
400,Volumes,1,1,297,53,362,0055,400
400,Volumes,1,278,1,339,61,0056,400
400,Volumes,1,346,178,400,230,0056,400
400,Volumes,1,336,184,400,285,0056,400
400,Sloper,0,267,54,292,75,0056,400
400,Sloper,0,286,84,309,107,0056,400
400,Sloper,0,295,101,318,124,0056,400
400,Jugs,0,331,118,365,146,0056,400
400,Sloper,0,279,133,328,175,0056,400
400,Sloper,0,276,210,316,251,0056,400
400,Sloper,0,313,233,342,253,0056,400
400,Sloper,0,271,259,313,306,0056,400
400,Sloper,0,239,288,265,311,0056,400
400,Sloper,0,342,337,360,353,0056,400
400,Sloper,0,332,369,350,385,0056,400
400,Sloper,1,343,279,400,309,0056,400
400,Sloper,0,152,44,175,75,0056,400
400,Sloper,0,149,134,191,176,0056,400
400,Sloper,0,170,168,204,213,0056,400
400,Sloper,0,158,217,223,288,0056,400
400,Sloper,0,105,223,149,272,0056,400
400,Sloper,0,104,278,144,330,0056,400
400,Crimps,0,70,42,96,72,0056,400
400,Crimps,0,70,77,97,103,0056,400
400,Jugs,0,51,208,84,241,0056,400
400,Jugs,0,59,267,90,294,0056,400
400,Jugs,0,22,317,43,338,0056,400
400,Crimps,0,35,288,50,304,0056,400
400,Volumes,0,8,277,55,323,0056,400
400,Sloper,0,54,336,67,349,0056,400
400,Sloper,0,14,349,49,392,0056,400
400,Crimps,1,36,378,57,400,0056,400
400,Volumes,1,1,323,89,400,0056,400
400,Pinches,1,363,4,400,40,0057,400
400,Sloper,0,341,59,392,117,0057,400
400,Jugs,1,171,1,206,25,0057,400
400,Jugs,0,176,100,206,124,0057,400
400,Crimps,0,135,49,152,82,0057,400
400,Crimps,0,285,107,311,128,0057,400
400,Crimps,0,311,80,322,100,0057,400
400,Jugs,0,265,165,289,186,0057,400
400,Crimps,0,269,187,290,198,0057,400
400,Crimps,0,237,243,253,260,0057,400
400,Crimps,0,203,244,220,261,0057,400
400,Crimps,0,100,249,116,262,0057,400
400,Jugs,0,66,317,84,332,0057,400
400,Crimps,0,134,296,144,309,0057,400
400,Crimps,0,94,338,104,345,0057,400
400,Crimps,0,39,271,47,287,0057,400
400,Crimps,0,62,165,70,190,0057,400
400,Sloper,0,159,136,225,189,0057,400
400,Sloper,0,231,60,307,127,0057,400
400,Sloper,0,311,113,328,155,0057,400
400,Sloper,0,320,106,357,162,0057,400
400,Crimps,0,311,230,319,239,0057,400
400,Pinches,0,333,236,365,263,0057,400
400,Pinches,0,336,269,364,282,0057,400
400,Sloper,0,325,316,354,342,0057,400
400,Pinches,0,380,302,392,311,0057,400
400,Crimps,0,312,294,320,302,0057,400
400,Crimps,0,252,297,263,304,0057,400
400,Crimps,0,251,285,264,294,0057,400
400,Crimps,0,307,305,318,314,0057,400
400,Sloper,0,243,357,276,377,0057,400
400,Sloper,0,154,353,189,372,0057,400
400,Sloper,0,178,293,215,318,0057,400
400,Crimps,0,215,270,239,293,0057,400
400,Crimps,0,207,286,233,305,0057,400
400,Sloper,0,214,138,244,163,0057,400
400,Sloper,0,129,189,169,223,0057,400
400,Sloper,0,123,215,154,236,0057,400
400,Sloper,0,108,225,135,250,0057,400
400,Sloper,0,134,234,160,249,0057,400
400,Sloper,0,47,309,64,324,0057,400
400,Sloper,0,47,257,64,273,0057,400
400,Sloper,0,40,293,56,305,0057,400
400,Crimps,0,97,311,107,319,0057,400
400,Crimps,0,315,177,331,200,0057,400
400,Crimps,0,377,260,399,285,0057,400
400,Crimps,0,371,156,397,198,0057,400
400,Crimps,0,350,136,383,189,0057,400
400,Crimps,0,368,132,386,157,0057,400
400,Sloper,0,34,97,55,122,0057,400
400,Sloper,0,15,218,40,239,0057,400
400,Jugs,0,19,244,37,263,0057,400
400,Jugs,0,76,21,93,43,0057,400
400,Jugs,0,70,33,83,54,0057,400
400,Jugs,0,63,76,82,119,0057,400
400,Sloper,0,56,206,90,230,0057,400
400,Sloper,0,42,146,64,181,0057,400
400,Sloper,0,60,140,75,164,0057,400
400,Sloper,0,21,275,46,313,0057,400
400,Volumes,1,198,1,361,228,0057,400
400,Volumes,0,33,223,146,360,0057,400
400,Crimps,0,130,345,136,353,0057,400
400,Jugs,0,362,25,386,51,0058,400
400,Jugs,0,320,37,346,62,0058,400
400,Crimps,0,297,30,305,38,0058,400
400,Volumes,0,259,27,308,66,0058,400
400,Volumes,0,252,51,294,94,0058,400
400,Jugs,0,301,110,319,127,0058,400
400,Sloper,1,384,70,400,135,0058,400
400,Crimps,0,344,172,361,180,0058,400
400,Crimps,0,359,168,378,176,0058,400
400,Jugs,0,354,179,369,189,0058,400
400,Volumes,0,338,166,384,194,0058,400
400,Crimps,0,317,204,362,225,0058,400
400,Jugs,0,379,285,399,302,0058,400
400,Crimps,0,340,221,389,284,0058,400
400,Crimps,0,337,366,355,378,0058,400
